movie_title,title_year,genres,gross
Beerfest,2006,Comedy,19179969
Halloween,1978,Horror|Thriller,47000000
Hero,2002,Action|Adventure|History,84961
Good Boy!,2003,Comedy|Drama|Family|Fantasy|Sci-Fi,37566230
The Best Man Holiday,2013,Comedy|Drama,70492685
Smokin' Aces,2006,Action|Crime|Drama|Thriller,35635046
Saw 3D: The Final Chapter,2010,Horror|Mystery,45670855
40 Days and 40 Nights,2002,Comedy|Romance,37939782
TRON: Legacy,2010,Action|Adventure|Sci-Fi,172051787
A Night at the Roxbury,1998,Comedy|Music|Romance,30324946
Beastly,2011,Drama|Fantasy|Romance,27854896
The Hills Have Eyes,2006,Horror,41777564
Dickie Roberts: Former Child Star,2003,Comedy,22734486
"McFarland, USA",2015,Biography|Drama|Sport,44469602
Pitch Perfect,2012,Comedy|Music|Romance,64998368
Summer Catch,2001,Comedy|Drama|Romance|Sport,19693891
A Simple Plan,1998,Crime|Drama|Thriller,16311763
They,2002,Horror|Mystery|Thriller,12693621
Larry the Cable Guy: Health Inspector,2006,Comedy|Romance,15655665
The Adventures of Elmo in Grouchland,1999,Adventure|Comedy|Family|Fantasy|Musical,11634458
Brooklyn's Finest,2009,Crime|Drama|Thriller,27154426
Evil Dead,2013,Horror,54239856
My Life in Ruins,2009,Comedy|Romance,8662318
American Dreamz,2006,Comedy|Music,7156725
Superman IV: The Quest for Peace,1987,Action|Adventure|Family|Sci-Fi,15681020
Running Scared,2006,Action|Crime|Drama|Thriller,6855137
Shanghai Surprise,1986,Adventure|Crime|Drama|Romance,2315683
The Illusionist,2006,Drama|Mystery|Romance|Thriller,39825798
Roar,1981,Adventure|Horror|Thriller,2000000
Veronica Guerin,2003,Biography|Crime|Drama|Thriller,1569918
Southland Tales,2006,Comedy|Mystery|Sci-Fi|Thriller,273420
The Apparition,2012,Horror|Thriller,4930798
My Girl,1991,Comedy|Drama|Family|Romance,59847242
Fur: An Imaginary Portrait of Diane Arbus,2006,Biography|Drama|Romance,220914
The Illusionist,2006,Drama|Mystery|Romance|Thriller,39825798
Wall Street,1987,Crime|Drama,43848100
Sense and Sensibility,1995,Drama|Romance,42700000
Becoming Jane,2007,Biography|Drama|Romance,18663911
Sydney White,2007,Comedy|Romance,11702090
House of Sand and Fog,2003,Drama,13005485
Dead Poets Society,1989,Comedy|Drama,95860116
Dumb & Dumber,1994,Comedy,127175354
When Harry Met Sally...,1989,Comedy|Drama|Romance,92823600
The Verdict,1982,Drama,54000000
Road Trip,2000,Comedy,68525609
Varsity Blues,1999,Comedy|Drama|Romance|Sport,52885587
The Artist,2011,Comedy|Drama|Romance,44667095
The Unborn,2009,Drama|Fantasy|Horror|Mystery|Thriller,42638165
Moonrise Kingdom,2012,Adventure|Comedy|Drama|Romance,45507053
The Texas Chainsaw Massacre: The Beginning,2006,Horror,39511038
The Young Messiah,2016,Drama,6462576
The Master of Disguise,2002,Comedy|Family,40363530
Pan's Labyrinth,2006,Drama|Fantasy|War,37623143
See Spot Run,2001,Action|Comedy|Crime|Family,33357476
Baby Boy,2001,Crime|Drama|Romance|Thriller,28734552
The Roommate,2011,Drama|Horror|Thriller,37300107
Joe Dirt,2001,Adventure|Comedy|Drama,27087695
Double Impact,1991,Action|Crime,30102717
Hot Fuzz,2007,Action|Comedy|Mystery,23618786
The Women,2008,Comedy|Drama,26896744
Vicky Cristina Barcelona,2008,Drama|Romance,23213577
Boys and Girls,2000,Comedy|Drama|Romance,20627372
White Oleander,2002,Drama,16346122
Jennifer's Body,2009,Comedy|Fantasy|Horror,16204793
Drowning Mona,2000,Comedy|Crime|Mystery,15427192
Radio Days,1987,Comedy,14792779
Left Behind,2014,Action|Drama|Fantasy|Mystery|Thriller,13998282
Remember Me,2010,Drama|Romance,19057024
How to Deal,2003,Comedy|Drama|Romance,14108518
My Stepmother Is an Alien,1988,Comedy|Romance|Sci-Fi,13854000
Philadelphia,1993,Drama,77324422
The Thirteenth Floor,1999,Mystery|Sci-Fi|Thriller,15500000
Duets,2000,Comedy|Drama|Music,4734235
Hollywood Ending,2002,Comedy|Romance,4839383
Detroit Rock City,1999,Comedy|Music,4193025
Highlander,1986,Action|Adventure|Fantasy,5900000
Things We Lost in the Fire,2007,Drama,2849142
Steel,1997,Action|Crime|Sci-Fi,1686429
The Immigrant,2013,Drama|Romance,1984743
The White Countess,2005,Drama|History|Romance|War,1666262
Trance,2013,Crime|Drama|Mystery|Thriller,2319187
Soul Plane,2004,Comedy,13922211
Good,2008,Drama|Romance|War,23091
Enter the Void,2009,Drama|Fantasy,336467
Vamps,2012,Comedy|Horror|Romance,2964
The Homesman,2014,Drama|Western,2428883
Juwanna Mann,2002,Comedy|Drama|Romance|Sport,13571817
Slow Burn,2005,Drama|Mystery|Thriller,1181197
Wasabi,2001,Action|Comedy|Crime|Drama|Thriller,81525
Slither,2006,Comedy|Horror|Sci-Fi,7774730
Beverly Hills Cop,1984,Action|Comedy|Crime,234760500
Home Alone,1990,Comedy|Family,285761243
3 Men and a Baby,1987,Comedy|Drama|Family,167780960
Tootsie,1982,Comedy|Drama|Romance,177200000
Top Gun,1986,Action|Drama|Romance,176781728
"Crouching Tiger, Hidden Dragon",2000,Action|Drama|Romance,128067808
American Beauty,1999,Drama,130058047
The King's Speech,2010,Biography|Drama|History|Romance,138795342
Twins,1988,Comedy|Crime,111936400
The Yellow Handkerchief,2008,Drama|Romance,317040
The Color Purple,1985,Drama,94175854
The Imitation Game,2014,Biography|Drama|Thriller|War,91121452
Private Benjamin,1980,Comedy|War,69800000
Diary of a Wimpy Kid,2010,Comedy|Family,64001297
Mama,2013,Fantasy|Horror,71588220
Halloween,1978,Horror|Thriller,47000000
National Lampoon's Vacation,1983,Adventure|Comedy,61400000
Bad Grandpa,2013,Comedy,101978840
The Queen,2006,Biography|Drama,56437947
Beetlejuice,1988,Comedy|Fantasy,73326666
Why Did I Get Married?,2007,Comedy|Drama,55184721
Little Women,1994,Drama|Family|Romance,50003300
The Woman in Black,2012,Drama|Fantasy|Horror|Thriller,54322273
When a Stranger Calls,2006,Horror|Thriller,47860214
Big Fat Liar,2002,Adventure|Comedy|Family,47811275
Wag the Dog,1997,Comedy|Drama,43022524
The Lizzie McGuire Movie,2003,Adventure|Comedy|Family|Music|Romance,42672630
Snitch,2013,Action|Drama|Thriller,42919096
Krampus,2015,Comedy|Fantasy|Horror,42592530
The Faculty,1998,Horror|Mystery|Sci-Fi,40064955
Cop Land,1997,Crime|Drama|Thriller,44886089
Not Another Teen Movie,2001,Comedy,37882551
End of Watch,2012,Crime|Drama|Thriller,40983001
Aloha,2015,Comedy|Drama|Romance,20991497
The Skulls,2000,Action|Crime|Drama|Thriller,35007180
The Theory of Everything,2014,Biography|Drama|Romance,35887263
Malibu's Most Wanted,2003,Comedy|Crime,34308901
Where the Heart Is,2000,Comedy|Drama|Romance,33771174
Lawrence of Arabia,1962,Adventure|Biography|Drama|History|War,6000000
Halloween II,2009,Horror,33386128
Wild,2014,Adventure|Biography|Drama,37877959
The Last House on the Left,2009,Crime|Horror|Thriller,32721635
The Wedding Date,2005,Comedy|Romance,31585300
Halloween: Resurrection,2002,Comedy|Horror|Thriller,30259652
Clash of the Titans,2010,Action|Adventure|Fantasy,163192114
The Princess Bride,1987,Adventure|Family|Fantasy|Romance,30857814
The Great Debaters,2007,Biography|Drama,30226144
Drive,2011,Crime|Drama,35054909
Confessions of a Teenage Drama Queen,2004,Comedy|Family|Music|Romance,29302097
The Object of My Affection,1998,Comedy|Drama|Romance,29106737
28 Weeks Later,2007,Drama|Horror|Sci-Fi,28637507
When the Game Stands Tall,2014,Drama|Family|Sport,30127963
Because of Winn-Dixie,2005,Comedy|Drama|Family,32645546
Love & Basketball,2000,Drama|Romance|Sport,27441122
Grosse Pointe Blank,1997,Action|Comedy|Crime|Romance|Thriller,28014536
All About Steve,2009,Comedy|Romance,33860010
Book of Shadows: Blair Witch 2,2000,Adventure|Fantasy|Horror|Mystery|Thriller,26421314
The Craft,1996,Drama|Fantasy|Horror|Thriller,24881000
Match Point,2005,Drama|Romance|Thriller,23089926
Ramona and Beezus,2010,Adventure|Comedy|Family|Fantasy,26161406
The Remains of the Day,1993,Drama|Romance,22954968
Boogie Nights,1997,Drama,26384919
Nowhere to Run,1993,Action|Crime|Drama|Romance|Thriller,22189039
Flicka,2006,Adventure|Drama|Family,20998709
The Hills Have Eyes II,2007,Horror,20801344
Urban Legends: Final Cut,2000,Horror|Mystery|Thriller,21468807
Tuck Everlasting,2002,Drama|Family|Fantasy|Romance,19158074
The Marine,2006,Action|Drama|Thriller,18843314
Keanu,2016,Action|Comedy,20566327
Country Strong,2010,Drama|Music,20218921
Disturbing Behavior,1998,Horror|Mystery|Sci-Fi|Thriller,17411331
The Place Beyond the Pines,2012,Crime|Drama|Thriller,21383298
The November Man,2014,Action|Crime|Thriller,24984868
Eye of the Beholder,1999,Drama|Mystery|Thriller,16459004
The Hurt Locker,2008,Drama|History|Thriller|War,15700000
Firestarter,1984,Action|Horror|Sci-Fi|Thriller,15100000
Killing Them Softly,2012,Crime|Thriller,14938570
A Most Wanted Man,2014,Crime|Drama|Thriller,17237244
Freddy Got Fingered,2001,Comedy,14249005
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Adventure|Animation|Comedy|Family,12701880
Highlander: Endgame,2000,Action|Adventure|Fantasy|Sci-Fi,12801190
Idlewild,2006,Crime|Drama|Musical|Romance,12549485
One Day,2011,Drama|Romance,13766014
Whip It,2009,Drama|Sport,13034417
Confidence,2003,Crime|Thriller,12212417
The Muse,1999,Comedy,11614236
De-Lovely,2004,Biography|Drama|Music|Musical,13337299
New York Stories,1989,Comedy|Drama|Romance,10763469
Barney's Great Adventure,1998,Adventure|Family,11144518
The Man with the Iron Fists,2012,Action,15608545
Home Fries,1998,Comedy|Drama|Romance,10443316
Here on Earth,2000,Drama|Romance,10494147
Brazil,1985,Drama|Sci-Fi,9929000
Raise Your Voice,2004,Family|Music|Romance,10411980
The Big Lebowski,1998,Comedy|Crime,17439163
Black Snake Moan,2006,Drama|Music,9396487
Dark Blue,2002,Crime|Drama|Romance|Thriller,9059588
A Mighty Heart,2007,Biography|Drama|History|Thriller|War,9172810
Whatever It Takes,2000,Comedy|Drama|Romance,8735529
Boat Trip,2002,Comedy,8586376
The Importance of Being Earnest,2002,Comedy|Drama|Romance,8378141
Hoot,2006,Adventure|Comedy|Family,8080116
In Bruges,2008,Comedy|Crime|Drama,7757130
Peeples,2013,Comedy|Romance,9123834
The Rocker,2008,Comedy|Music,6409206
Post Grad,2009,Comedy|Romance,6373693
Promised Land,2012,Drama,7556708
Whatever Works,2009,Comedy|Romance,5306447
The In Crowd,2000,Drama|Mystery|Thriller,5217498
Three Burials,2005,Adventure|Crime|Drama|Mystery|Western,5023275
Jakob the Liar,1999,Drama|War,4956401
Kiss Kiss Bang Bang,2005,Comedy|Crime|Mystery,4235837
Idle Hands,1999,Comedy|Fantasy|Horror|Thriller,4002955
Mulholland Drive,2001,Drama|Mystery|Thriller,7219578
You Will Meet a Tall Dark Stranger,2010,Comedy|Drama|Romance,3247816
Never Let Me Go,2010,Drama|Romance|Sci-Fi,2412045
Transsiberian,2008,Crime|Drama|Mystery|Thriller,2203641
The Clan of the Cave Bear,1986,Adventure|Drama|Fantasy,1953732
Crazy in Alabama,1999,Comedy|Crime|Drama,1954202
Funny Games,2007,Crime|Drama|Horror|Thriller,1294640
Metropolis,1927,Drama|Sci-Fi,26435
District B13,2004,Action|Crime|Thriller,1197786
Things to Do in Denver When You're Dead,1995,Crime|Drama,529766
The Assassin,2015,Action|Drama,613556
Buffalo Soldiers,2001,Comedy|Crime|Drama|Thriller|War,353743
Ong-bak 2,2008,Action,102055
The Midnight Meat Train,2008,Fantasy|Horror|Mystery,73548
The Son of No One,2011,Crime|Drama|Thriller,28870
All the Queen's Men,2001,Action|Comedy|Drama|War,22723
The Good Night,2007,Comedy|Drama|Fantasy|Music|Romance,20380
Groundhog Day,1993,Comedy|Fantasy|Romance,70906973
Magic Mike XXL,2015,Comedy|Drama|Music,66009973
Romeo + Juliet,1996,Drama|Romance,46338728
Sarah's Key,2010,Drama|War,7691700
Unforgiven,1992,Drama|Western,101157447
Manderlay,2005,Drama,74205
Slumdog Millionaire,2008,Drama|Romance,141319195
Fatal Attraction,1987,Drama|Romance|Thriller,156645693
Pretty Woman,1990,Comedy|Romance,178406268
Crocodile Dundee II,1988,Action|Adventure|Comedy,109306210
Born on the Fourth of July,1989,Biography|Drama|War,70001698
Cool Runnings,1993,Adventure|Comedy|Family|Sport,68856263
My Bloody Valentine,2009,Horror|Thriller,51527787
The Possession,2012,Horror|Thriller,49122319
Stomp the Yard,2007,Drama|Music|Romance,61356221
The Spy Who Loved Me,1977,Action|Adventure|Sci-Fi|Thriller,46800000
Urban Legend,1998,Horror|Mystery|Thriller,38048637
Dangerous Liaisons,1988,Drama|Romance,34700000
White Fang,1991,Adventure|Drama,34793160
Superstar,1999,Comedy|Romance,30628981
The Iron Lady,2011,Biography|Drama|History,29959436
Jonah: A VeggieTales Movie,2002,Adventure|Animation|Comedy|Drama|Family|Musical,25571351
Poetic Justice,1993,Drama|Romance,27515786
All About the Benjamins,2002,Action|Comedy|Crime|Thriller,25482931
Vampire in Brooklyn,1995,Comedy|Fantasy|Horror|Romance,19900000
An American Haunting,2005,Horror|Mystery|Thriller,16298046
My Boss's Daughter,2003,Comedy|Romance,15549702
A Perfect Getaway,2009,Adventure|Mystery|Thriller,15483540
Our Family Wedding,2010,Comedy|Romance,20246959
Dead Man on Campus,1998,Comedy,15062898
Tea with Mussolini,1999,Comedy|Drama|War,14348123
Thinner,1996,Fantasy|Horror,15171475
Crooklyn,1994,Comedy|Drama,13640000
Jason X,2001,Action|Horror|Sci-Fi|Thriller,12610731
Big Fat Liar,2002,Adventure|Comedy|Family,47811275
Bobby,2006,Drama|History,11204499
Head Over Heels,2001,Comedy|Mystery|Romance,10397365
Fun Size,2012,Adventure|Comedy,9402410
Little Children,2006,Drama|Romance,5459824
Gossip,2000,Drama|Mystery|Thriller,5108820
A Walk on the Moon,1999,Drama,4741987
Catch a Fire,2006,Biography|Drama|History,4291965
Soul Survivors,2001,Drama|Horror|Mystery|Thriller,3100650
Jefferson in Paris,1995,Biography|Drama|History|Romance,2474000
Caravans,1978,Action|Adventure|History,1000000
Mr. Turner,2014,Biography|Drama|History,3958500
Amen.,2002,Biography|Crime|Drama|War,274299
The Lucky Ones,2008,Comedy|Drama|War,183088
Margaret,2011,Drama,46495
Flipped,2010,Comedy|Drama|Romance,1752214
Brokeback Mountain,2005,Drama|Romance,83025853
Teenage Mutant Ninja Turtles,2014,Action|Adventure|Comedy|Sci-Fi,190871240
Clueless,1995,Comedy|Romance,56631572
Far from Heaven,2002,Drama|Romance,15854988
Hot Tub Time Machine 2,2015,Comedy|Sci-Fi,12282677
Quills,2000,Biography|Drama,7060876
Seven Psychopaths,2012,Comedy|Crime,14989761
Downfall,2004,Biography|Drama|History|War,5501940
The Sea Inside,2004,Biography|Drama|Romance,2086345
"Good Morning, Vietnam",1987,Biography|Comedy|Drama|War,123922370
The Last Godfather,2010,Comedy,163591
Justin Bieber: Never Say Never,2011,Documentary|Music,73000942
Black Swan,2010,Drama|Thriller,106952327
RoboCop,2014,Action|Crime|Sci-Fi|Thriller,58607007
The Godfather: Part II,1974,Crime|Drama,57300000
Save the Last Dance,2001,Drama|Music|Romance,91038276
A Nightmare on Elm Street 4: The Dream Master,1988,Fantasy|Horror|Thriller,49369900
Miracles from Heaven,2016,Drama,61693523
"Dude, Where's My Car?",2000,Comedy|Mystery,46729374
Young Guns,1988,Action|Crime|Drama|Thriller|Western,44726644
St. Vincent,2014,Comedy|Drama,44134898
About Last Night,2014,Comedy|Romance,48637684
10 Things I Hate About You,1999,Comedy|Drama|Romance,38176108
The New Guy,2002,Comedy,28972187
Loaded Weapon 1,1993,Action|Comedy|Crime,27979400
The Shallows,2016,Drama|Horror|Thriller,54257433
The Butterfly Effect,2004,Sci-Fi|Thriller,23947
Snow Day,2000,Adventure|Comedy|Family,60008303
This Christmas,2007,Comedy|Drama|Romance,49121934
Baby Geniuses,1999,Comedy|Crime|Family|Sci-Fi,27141959
The Big Hit,1998,Action|Comedy|Crime|Thriller,27052167
Harriet the Spy,1996,Comedy|Drama|Family,26539321
Child's Play 2,1990,Fantasy|Horror,28501605
No Good Deed,2014,Crime|Thriller,52543632
The Mist,2007,Horror,25592632
Ex Machina,2015,Drama|Mystery|Sci-Fi|Thriller,25440971
Being John Malkovich,1999,Comedy|Drama|Fantasy,22858926
Two Can Play That Game,2001,Comedy|Romance,22235901
Earth to Echo,2014,Adventure|Family|Sci-Fi,38916903
Crazy/Beautiful,2001,Drama|Romance,16929123
Letters from Iwo Jima,2006,Drama|History|War,13753931
The Astronaut Farmer,2006,Adventure|Drama|Sci-Fi,10996440
Room,2015,Drama,14677654
Dirty Work,1998,Comedy,9975684
Serial Mom,1994,Comedy|Crime|Thriller,7881335
Dick,1999,Comedy,6241697
Light It Up,1999,Drama|Thriller,5871603
54,1998,Drama|Music,16574731
Bubble Boy,2001,Adventure|Comedy|Romance|Sci-Fi,5002310
Birthday Girl,2001,Comedy|Crime|Thriller,4919896
21 & Over,2013,Comedy,25675765
"Paris, je t'aime",2006,Comedy|Drama|Romance,4857376
Resurrecting the Champ,2007,Drama|Sport,3169424
Admission,2013,Comedy|Drama|Romance,18004225
The Widow of Saint-Pierre,2000,Drama|Romance,3058380
Chloe,2009,Drama|Mystery|Romance|Thriller,3074838
Faithful,1996,Comedy|Crime|Drama,2104000
Brothers,2009,Drama|Thriller,28501651
Find Me Guilty,2006,Biography|Comedy|Crime|Drama,1172769
The Perks of Being a Wallflower,2012,Drama|Romance,17738570
Excessive Force,1993,Action,1200000
Infamous,2006,Biography|Crime|Drama,1150403
The Claim,2000,Drama|Romance|Western,403932
The Vatican Tapes,2015,Horror|Thriller,1712111
Attack the Block,2011,Action|Comedy|Sci-Fi|Thriller,1024175
In the Land of Blood and Honey,2011,Drama|Romance|War,301305
The Call,2013,Crime|Thriller,51872378
The Crocodile Hunter: Collision Course,2002,Action|Adventure|Comedy|Family,28399192
I Love You Phillip Morris,2009,Biography|Comedy|Crime|Drama|Romance,2035566
Antwone Fisher,2002,Biography|Drama,21078145
The Emperor's Club,2002,Drama,14060950
True Romance,1993,Action|Crime|Drama|Romance|Thriller,12281500
Glengarry Glen Ross,1992,Crime|Drama|Mystery,10725228
The Killer Inside Me,2010,Crime|Drama|Thriller,214966
Sorority Row,2009,Horror|Mystery,11956207
Lars and the Real Girl,2007,Comedy|Drama|Romance,5949693
The Boy in the Striped Pajamas,2008,Drama|War,9030581
Dancer in the Dark,2000,Crime|Drama|Musical,4157491
Oscar and Lucinda,1997,Drama|Romance,1508689
The Funeral,1996,Crime|Drama,1227324
Solitary Man,2009,Comedy|Drama|Romance,4360548
Machete,2010,Action|Crime|Thriller,26589953
Casino Jack,2010,Biography|Comedy|Crime|Drama,1039869
The Land Before Time,1988,Adventure|Animation|Family,48092846
Tae Guk Gi: The Brotherhood of War,2004,Action|Drama|War,1110186
The Perfect Game,2009,Comedy|Drama|Family|Sport,1089445
The Exorcist,1973,Horror,204565000
Jaws,1975,Adventure|Drama|Thriller,260000000
American Pie,1999,Comedy,101736215
Ernest & Celestine,2012,Animation|Comedy|Crime|Drama|Family,71442
The Golden Child,1986,Action|Adventure|Comedy|Fantasy|Mystery,79817937
Think Like a Man,2012,Comedy|Romance,91547205
Barbershop,2002,Comedy|Drama,75074950
Star Trek II: The Wrath of Khan,1982,Action|Adventure|Sci-Fi,78900000
Ace Ventura: Pet Detective,1994,Comedy,72217000
WarGames,1983,Sci-Fi|Thriller,79568000
Witness,1985,Crime|Drama|Romance|Thriller,65500000
Act of Valor,2012,Action|Adventure|Drama|Thriller|War,70011073
Step Up,2006,Crime|Drama|Music|Romance,65269010
Beavis and Butt-Head Do America,1996,Adventure|Animation|Comedy|Crime,63071133
Jackie Brown,1997,Crime|Thriller,39647595
Harold & Kumar Escape from Guantanamo Bay,2008,Adventure|Comedy,38087366
Chronicle,2012,Drama|Sci-Fi|Thriller,64572496
Yentl,1983,Drama|Musical|Romance,30400000
Time Bandits,1981,Adventure|Comedy|Fantasy|Sci-Fi,42365600
Crossroads,2002,Comedy|Drama,37188667
Project X,2012,Comedy|Crime,54724272
One Hour Photo,2002,Drama|Thriller,31597131
Quarantine,2008,Horror|Sci-Fi|Thriller,31691811
The Eye,2008,Horror|Mystery,31397498
Johnson Family Vacation,2004,Comedy,31179516
How High,2001,Comedy|Fantasy,31155435
The Muppet Christmas Carol,1992,Comedy|Drama|Family|Fantasy|Musical,27281507
Casino Royale,2006,Action|Adventure|Thriller,167007184
Frida,2002,Biography|Drama|Romance,25776062
Katy Perry: Part of Me,2012,Documentary|Music,25240988
The Fault in Our Stars,2014,Drama|Romance,124868837
Rounders,1998,Crime|Drama,22905674
Top Five,2014,Comedy|Romance,25277561
Stir of Echoes,1999,Horror|Mystery|Thriller,21133087
Philomena,2013,Biography|Drama,37707719
